shift_id,staff_id,department_id,shift_date,shift_type,patients_handled,is_overtime
SHF0027108,STF00828,DEP0002,2022-12-13,Evening,8,False
SHF0027109,STF00671,DEP0030,2021-07-16,Morning,20,True
SHF0027110,STF01020,DEP0083,2021-05-07,Night,12,True
SHF0027111,STF00048,DEP0004,2024-09-30,Night,21,True
SHF0027112,STF00625,DEP0063,2023-05-20,Morning,11,False
SHF0027113,STF00403,DEP0051,2024-08-13,Morning,25,True
SHF0027114,STF00221,DEP0089,2021-05-17,Morning,16,True
SHF0027115,STF00434,DEP0104,2024-07-11,Morning,30,True
SHF0027116,STF01169,DEP0073,2022-04-20,Morning,12,False
SHF0027117,STF00872,DEP0090,2021-09-14,Evening,8,False
SHF0027118,STF00150,DEP0050,2024-03-19,Morning,8,False
SHF0027119,STF00872,DEP0090,2023-10-25,Night,9,False
SHF0027120,STF00181,DEP0091,2023-01-20,Morning,32,True
SHF0027121,STF00320,DEP0007,2021-07-29,Night,11,True
SHF0027122,STF00087,DEP0066,2024-11-17,Morning,18,True
SHF0027123,STF00172,DEP0049,2022-07-03,Evening,29,True
SHF0027124,STF00345,DEP0048,2023-12-22,Morning,17,True
SHF0027125,STF01137,DEP0007,2021-11-21,Evening,9,False
SHF0027126,STF00460,DEP0032,2023-04-30,Evening,19,True
SHF0027127,STF00470,DEP0070,2024-05-27,Evening,16,True
SHF0027128,STF01059,DEP0023,2022-12-12,Evening,9,False
SHF0027129,STF00965,DEP0030,2023-12-09,Morning,22,True
SHF0027130,STF00691,DEP0086,2024-05-04,Morning,12,False
SHF0027131,STF00657,DEP0089,2024-10-18,Evening,31,True
SHF0027132,STF00212,DEP0008,2023-09-10,Night,7,False
SHF0027133,STF00918,DEP0029,2024-02-02,Evening,25,True
SHF0027134,STF00338,DEP0006,2023-04-21,Night,13,True
SHF0027135,STF01107,DEP0089,2022-08-07,Morning,9,False
SHF0027136,STF00487,DEP0067,2024-03-21,Evening,10,False
SHF0027137,STF01014,DEP0052,2024-10-22,Morning,22,True
SHF0027138,STF00523,DEP0073,2021-06-23,Night,12,True
SHF0027139,STF00037,DEP0067,2023-05-04,Morning,9,False
SHF0027140,STF00551,DEP0049,2024-04-12,Night,6,False
SHF0027141,STF01035,DEP0098,2021-02-26,Morning,12,False
SHF0027142,STF00463,DEP0001,2022-12-25,Evening,7,False
SHF0027143,STF00626,DEP0104,2022-04-04,Evening,18,True
SHF0027144,STF01042,DEP0048,2021-10-23,Evening,13,False
SHF0027145,STF00925,DEP0006,2022-09-09,Morning,9,False
SHF0027146,STF00585,DEP0048,2021-09-03,Evening,19,True
SHF0027147,STF00642,DEP0097,2023-06-30,Evening,13,False
SHF0027148,STF00564,DEP0005,2024-08-05,Evening,10,False
SHF0027149,STF01180,DEP0069,2023-11-09,Evening,22,True
SHF0027150,STF01108,DEP0092,2021-02-25,Evening,31,True
SHF0027151,STF00569,DEP0005,2022-02-26,Night,10,True
SHF0027152,STF00180,DEP0095,2021-03-28,Night,13,True
SHF0027153,STF00740,DEP0010,2023-05-02,Evening,12,False
SHF0027154,STF01134,DEP0036,2022-03-05,Night,10,True
SHF0027155,STF00127,DEP0089,2021-05-08,Morning,18,True
SHF0027156,STF00119,DEP0028,2022-08-25,Morning,16,True
SHF0027157,STF00303,DEP0092,2024-05-12,Evening,14,False
SHF0027158,STF00757,DEP0054,2024-03-10,Morning,17,True
SHF0027159,STF00275,DEP0010,2021-12-20,Morning,25,True
SHF0027160,STF00967,DEP0051,2021-04-27,Morning,12,False
SHF0027161,STF01017,DEP0002,2023-05-21,Night,11,True
SHF0027162,STF00342,DEP0056,2022-08-13,Morning,11,False
SHF0027163,STF00069,DEP0030,2023-01-31,Night,6,False
SHF0027164,STF00437,DEP0045,2022-12-05,Evening,9,False
SHF0027165,STF00091,DEP0055,2024-11-30,Morning,9,False
SHF0027166,STF00528,DEP0030,2022-05-29,Evening,13,False
SHF0027167,STF00213,DEP0035,2024-12-22,Evening,16,True
SHF0027168,STF00541,DEP0077,2021-07-24,Morning,12,False
SHF0027169,STF00738,DEP0026,2024-08-04,Morning,9,False
SHF0027170,STF00931,DEP0036,2024-02-28,Morning,9,False
SHF0027171,STF00847,DEP0073,2024-09-08,Morning,22,True
SHF0027172,STF00073,DEP0067,2022-11-25,Night,8,False
SHF0027173,STF00088,DEP0049,2023-10-28,Morning,14,False
SHF0027174,STF00235,DEP0102,2022-10-28,Morning,24,True
SHF0027175,STF00973,DEP0067,2021-01-06,Night,12,True
SHF0027176,STF00863,DEP0008,2023-12-07,Morning,16,True
SHF0027177,STF00712,DEP0078,2023-05-20,Morning,8,False
SHF0027178,STF00843,DEP0029,2024-12-11,Morning,23,True
SHF0027179,STF00707,DEP0094,2021-11-08,Night,6,False
SHF0027180,STF00736,DEP0091,2023-11-19,Evening,17,True
SHF0027181,STF00234,DEP0096,2024-11-26,Morning,11,False
SHF0027182,STF00946,DEP0007,2024-12-27,Morning,26,True
SHF0027183,STF00712,DEP0078,2022-02-15,Night,14,True
SHF0027184,STF01099,DEP0029,2022-08-23,Morning,27,True
SHF0027185,STF00023,DEP0068,2023-07-08,Morning,13,False
SHF0027186,STF00586,DEP0043,2024-06-05,Night,13,True
SHF0027187,STF01038,DEP0071,2022-11-30,Morning,16,True
SHF0027188,STF00662,DEP0079,2021-11-02,Evening,10,False
SHF0027189,STF01008,DEP0001,2021-09-05,Morning,17,True
SHF0027190,STF01044,DEP0079,2024-01-18,Morning,8,False
SHF0027191,STF00811,DEP0072,2022-04-26,Evening,22,True
SHF0027192,STF00294,DEP0068,2023-06-22,Night,9,False
SHF0027193,STF00101,DEP0005,2021-03-03,Night,15,True
SHF0027194,STF00959,DEP0001,2024-11-29,Morning,10,False
SHF0027195,STF00527,DEP0076,2024-04-14,Morning,17,True
SHF0027196,STF00311,DEP0045,2021-03-04,Night,9,False
SHF0027197,STF00634,DEP0072,2023-03-05,Night,14,True
SHF0027198,STF00772,DEP0029,2021-09-19,Morning,9,False
SHF0027199,STF00896,DEP0093,2022-07-28,Evening,20,True
SHF0027200,STF01160,DEP0023,2023-04-07,Evening,25,True
SHF0027201,STF00990,DEP0069,2021-08-28,Morning,45,True
SHF0027202,STF00749,DEP0069,2021-06-09,Evening,10,False
SHF0027203,STF00785,DEP0093,2024-05-05,Morning,6,False
SHF0027204,STF00549,DEP0071,2021-09-28,Evening,17,True
SHF0027205,STF00689,DEP0023,2021-07-02,Evening,28,True
SHF0027206,STF00525,DEP0026,2023-02-05,Night,18,True
SHF0027207,STF00715,DEP0032,2024-10-17,Evening,18,True
SHF0027208,STF00481,DEP0064,2022-07-01,Evening,13,False
SHF0027209,STF00268,DEP0094,2024-04-22,Morning,10,False
SHF0027210,STF00900,DEP0067,2024-11-14,Night,5,False
SHF0027211,STF00598,DEP0046,2022-03-31,Morning,16,True
SHF0027212,STF01140,DEP0048,2022-03-25,Night,8,False
SHF0027213,STF00033,DEP0001,2022-03-25,Night,5,False
SHF0027214,STF00454,DEP0009,2021-12-06,Evening,13,False
SHF0027215,STF00079,DEP0104,2023-06-14,Evening,11,False
SHF0027216,STF00126,DEP0067,2021-04-06,Evening,24,True
SHF0027217,STF00758,DEP0005,2024-03-16,Morning,9,False
SHF0027218,STF00469,DEP0072,2021-08-10,Night,6,False
SHF0027219,STF00382,DEP0048,2024-04-26,Evening,25,True
SHF0027220,STF00633,DEP0059,2024-07-01,Evening,12,False
SHF0027221,STF00892,DEP0089,2024-05-13,Morning,6,False
SHF0027222,STF00433,DEP0075,2021-02-18,Morning,6,False
SHF0027223,STF00012,DEP0093,2023-10-31,Evening,9,False
SHF0027224,STF01083,DEP0029,2024-01-05,Night,10,True
SHF0027225,STF00009,DEP0093,2023-11-22,Morning,13,False
SHF0027226,STF00059,DEP0077,2021-03-05,Evening,17,True
SHF0027227,STF00080,DEP0027,2023-09-25,Evening,33,True
SHF0027228,STF00298,DEP0026,2022-05-14,Evening,9,False
SHF0027229,STF00080,DEP0027,2021-09-21,Evening,15,True
SHF0027230,STF00591,DEP0008,2024-05-12,Night,8,False
SHF0027231,STF00795,DEP0004,2024-07-19,Night,18,True
SHF0027232,STF00692,DEP0029,2022-09-02,Night,10,True
SHF0027233,STF00051,DEP0049,2023-05-11,Evening,9,False
SHF0027234,STF00090,DEP0069,2021-07-03,Morning,11,False
SHF0027235,STF00584,DEP0015,2023-02-21,Night,7,False
SHF0027236,STF00312,DEP0049,2021-11-04,Evening,7,False
SHF0027237,STF01163,DEP0026,2021-06-16,Evening,15,True
SHF0027238,STF00981,DEP0070,2022-04-10,Morning,7,False
SHF0027239,STF01183,DEP0029,2022-07-14,Evening,26,True
SHF0027240,STF00786,DEP0036,2022-05-03,Night,7,False
SHF0027241,STF00857,DEP0053,2022-02-08,Night,14,True
SHF0027242,STF00674,DEP0093,2024-03-03,Evening,11,False
SHF0027243,STF01154,DEP0082,2021-08-24,Evening,23,True
SHF0027244,STF00328,DEP0070,2021-03-22,Night,7,False
SHF0027245,STF00598,DEP0046,2024-03-29,Night,20,True
SHF0027246,STF01021,DEP0050,2023-01-31,Night,9,False
SHF0027247,STF00866,DEP0036,2022-09-08,Morning,11,False
SHF0027248,STF00646,DEP0098,2023-02-17,Morning,7,False
SHF0027249,STF00166,DEP0035,2024-01-10,Morning,8,False
SHF0027250,STF00652,DEP0085,2023-07-04,Morning,10,False
SHF0027251,STF00509,DEP0092,2024-01-01,Evening,18,True
SHF0027252,STF00856,DEP0043,2022-11-14,Night,10,True
SHF0027253,STF00601,DEP0014,2022-01-24,Morning,16,True
SHF0027254,STF00224,DEP0051,2024-10-11,Evening,12,False
SHF0027255,STF00984,DEP0058,2023-06-21,Morning,11,False
SHF0027256,STF00632,DEP0030,2021-06-14,Night,11,True
SHF0027257,STF00907,DEP0045,2024-09-15,Morning,24,True
SHF0027258,STF01113,DEP0052,2024-08-08,Morning,10,False
SHF0027259,STF00114,DEP0093,2021-05-30,Night,17,True
SHF0027260,STF00147,DEP0068,2024-09-29,Evening,35,True
SHF0027261,STF00774,DEP0071,2021-04-23,Morning,12,False
SHF0027262,STF01126,DEP0092,2022-07-05,Evening,12,False
SHF0027263,STF00219,DEP0089,2021-01-15,Morning,32,True
SHF0027264,STF00309,DEP0089,2023-11-28,Morning,12,False
SHF0027265,STF01018,DEP0083,2023-09-20,Night,6,False
SHF0027266,STF00171,DEP0051,2021-06-17,Morning,43,True
SHF0027267,STF00116,DEP0079,2022-05-12,Evening,9,False
SHF0027268,STF00826,DEP0093,2024-03-06,Evening,17,True
SHF0027269,STF00049,DEP0093,2021-11-21,Evening,15,True
SHF0027270,STF01155,DEP0023,2022-12-15,Evening,11,False
SHF0027271,STF00313,DEP0051,2024-12-05,Morning,10,False
SHF0027272,STF01121,DEP0031,2021-10-19,Morning,21,True
SHF0027273,STF00217,DEP0028,2023-04-21,Morning,27,True
SHF0027274,STF00879,DEP0049,2021-08-02,Morning,26,True
SHF0027275,STF00544,DEP0049,2024-07-03,Night,9,False
SHF0027276,STF00851,DEP0001,2024-09-27,Night,9,False
SHF0027277,STF00591,DEP0008,2023-10-13,Morning,10,False
SHF0027278,STF00130,DEP0061,2021-10-07,Evening,7,False
SHF0027279,STF00214,DEP0053,2022-06-04,Night,6,False
SHF0027280,STF00933,DEP0076,2024-05-13,Evening,11,False
SHF0027281,STF00946,DEP0007,2023-08-21,Evening,21,True
SHF0027282,STF00646,DEP0098,2023-07-14,Evening,8,False
SHF0027283,STF00267,DEP0053,2024-08-14,Morning,19,True
SHF0027284,STF01185,DEP0009,2022-12-18,Evening,18,True
SHF0027285,STF00711,DEP0070,2021-03-13,Morning,16,True
SHF0027286,STF00951,DEP0098,2021-10-03,Evening,8,False
SHF0027287,STF00687,DEP0001,2023-12-23,Night,8,False
SHF0027288,STF00931,DEP0036,2024-04-08,Evening,21,True
SHF0027289,STF00225,DEP0088,2022-06-22,Evening,12,False
SHF0027290,STF00080,DEP0027,2021-04-20,Morning,15,True
SHF0027291,STF00679,DEP0053,2022-01-29,Morning,12,False
SHF0027292,STF00043,DEP0028,2024-09-05,Night,9,False
SHF0027293,STF00167,DEP0070,2021-12-08,Night,11,True
SHF0027294,STF00233,DEP0005,2023-07-14,Morning,13,False
SHF0027295,STF00923,DEP0100,2024-12-03,Evening,12,False
SHF0027296,STF01122,DEP0092,2022-04-09,Evening,10,False
SHF0027297,STF00421,DEP0048,2023-09-05,Evening,23,True
SHF0027298,STF00526,DEP0073,2023-06-27,Morning,11,False
SHF0027299,STF00158,DEP0035,2021-04-08,Night,10,True
SHF0027300,STF00492,DEP0001,2023-03-12,Evening,11,False
SHF0027301,STF00114,DEP0093,2023-09-21,Night,12,True
SHF0027302,STF00577,DEP0031,2021-08-02,Evening,7,False
SHF0027303,STF00874,DEP0092,2022-06-28,Morning,15,True
SHF0027304,STF00148,DEP0089,2024-04-28,Morning,10,False
SHF0027305,STF00872,DEP0090,2023-05-28,Night,9,False
SHF0027306,STF00267,DEP0053,2021-11-21,Evening,12,False
SHF0027307,STF00758,DEP0005,2024-05-23,Evening,18,True
SHF0027308,STF00302,DEP0004,2023-12-15,Evening,9,False
SHF0027309,STF00272,DEP0099,2024-05-23,Night,6,False
SHF0027310,STF00727,DEP0063,2022-11-18,Morning,17,True
SHF0027311,STF01145,DEP0044,2023-02-11,Evening,13,False
SHF0027312,STF00850,DEP0067,2024-08-07,Night,8,False
SHF0027313,STF00794,DEP0096,2024-03-26,Evening,21,True
SHF0027314,STF00319,DEP0030,2024-09-04,Morning,11,False
SHF0027315,STF01111,DEP0034,2023-09-23,Evening,21,True
SHF0027316,STF00305,DEP0093,2023-07-02,Evening,24,True
SHF0027317,STF00643,DEP0009,2024-04-21,Evening,10,False
SHF0027318,STF00032,DEP0018,2021-10-17,Morning,12,False
SHF0027319,STF01002,DEP0055,2024-11-04,Evening,10,False
SHF0027320,STF00344,DEP0084,2023-07-14,Morning,14,False
SHF0027321,STF00374,DEP0032,2024-09-04,Evening,14,False
SHF0027322,STF00445,DEP0089,2024-11-17,Morning,9,False
SHF0027323,STF00242,DEP0054,2022-03-18,Night,11,True
SHF0027324,STF01163,DEP0026,2024-07-07,Evening,12,False
SHF0027325,STF00027,DEP0024,2023-07-31,Evening,35,True
SHF0027326,STF00868,DEP0074,2023-10-02,Evening,9,False
SHF0027327,STF00314,DEP0045,2024-09-22,Evening,8,False
SHF0027328,STF00926,DEP0075,2022-02-17,Evening,11,False
SHF0027329,STF01196,DEP0004,2021-05-08,Night,9,False
SHF0027330,STF00188,DEP0030,2022-05-15,Morning,9,False
SHF0027331,STF00783,DEP0048,2022-01-23,Night,17,True
SHF0027332,STF01177,DEP0074,2022-10-09,Night,8,False
SHF0027333,STF00746,DEP0093,2024-08-19,Night,20,True
SHF0027334,STF00754,DEP0001,2022-02-21,Night,6,False
SHF0027335,STF01029,DEP0026,2024-10-16,Night,7,False
SHF0027336,STF00184,DEP0049,2022-09-02,Night,6,False
SHF0027337,STF00236,DEP0051,2024-03-18,Evening,19,True
SHF0027338,STF00696,DEP0013,2023-10-18,Morning,9,False
SHF0027339,STF01124,DEP0013,2022-05-29,Evening,7,False
SHF0027340,STF00643,DEP0009,2023-07-29,Morning,18,True
SHF0027341,STF00595,DEP0067,2023-03-20,Morning,13,False
SHF0027342,STF00184,DEP0049,2023-03-07,Evening,12,False
SHF0027343,STF00134,DEP0029,2024-05-09,Night,10,True
SHF0027344,STF00400,DEP0093,2021-04-02,Night,7,False
SHF0027345,STF01113,DEP0052,2023-10-10,Evening,9,False
SHF0027346,STF00862,DEP0028,2022-11-23,Morning,9,False
SHF0027347,STF00745,DEP0023,2021-09-13,Evening,13,False
SHF0027348,STF00953,DEP0074,2022-11-05,Night,9,False
SHF0027349,STF00577,DEP0031,2023-05-17,Morning,6,False
SHF0027350,STF00144,DEP0027,2021-04-20,Evening,7,False
SHF0027351,STF00214,DEP0053,2023-11-21,Night,9,False
SHF0027352,STF00935,DEP0095,2023-04-09,Morning,15,True
SHF0027353,STF00222,DEP0071,2021-09-11,Night,14,True
SHF0027354,STF01127,DEP0013,2022-11-17,Evening,12,False
SHF0027355,STF00762,DEP0067,2023-10-21,Evening,8,False
SHF0027356,STF00453,DEP0001,2023-07-24,Morning,9,False
SHF0027357,STF01060,DEP0091,2022-12-07,Evening,14,False
SHF0027358,STF01003,DEP0023,2023-05-12,Morning,18,True
SHF0027359,STF00479,DEP0004,2023-02-17,Morning,9,False
SHF0027360,STF01194,DEP0054,2024-02-03,Night,10,True
SHF0027361,STF00311,DEP0045,2023-12-17,Evening,18,True
SHF0027362,STF00469,DEP0072,2021-02-05,Evening,29,True
SHF0027363,STF01157,DEP0001,2024-10-24,Morning,10,False
SHF0027364,STF01028,DEP0029,2023-12-03,Morning,12,False
SHF0027365,STF00419,DEP0097,2024-07-12,Morning,22,True
SHF0027366,STF00422,DEP0074,2023-05-30,Evening,11,False
SHF0027367,STF00989,DEP0092,2023-04-30,Morning,12,False
SHF0027368,STF00365,DEP0083,2024-06-14,Morning,17,True
SHF0027369,STF00821,DEP0071,2021-06-29,Night,6,False
SHF0027370,STF00530,DEP0074,2023-12-18,Evening,15,True
SHF0027371,STF00973,DEP0067,2022-11-30,Night,13,True
SHF0027372,STF00467,DEP0074,2023-08-29,Morning,21,True
SHF0027373,STF00349,DEP0057,2023-08-07,Morning,27,True
SHF0027374,STF00209,DEP0070,2022-12-29,Evening,12,False
SHF0027375,STF00230,DEP0001,2021-10-11,Morning,13,False
SHF0027376,STF01155,DEP0023,2024-02-25,Evening,7,False
SHF0027377,STF00020,DEP0002,2021-11-30,Morning,11,False
SHF0027378,STF01101,DEP0092,2022-08-19,Evening,18,True
SHF0027379,STF00781,DEP0089,2024-08-23,Evening,23,True
SHF0027380,STF00898,DEP0061,2023-05-03,Evening,19,True
SHF0027381,STF01051,DEP0006,2022-12-27,Morning,14,False
SHF0027382,STF00068,DEP0082,2022-07-08,Evening,38,True
SHF0027383,STF00522,DEP0089,2023-04-15,Evening,23,True
SHF0027384,STF00858,DEP0093,2024-09-28,Evening,17,True
SHF0027385,STF00417,DEP0048,2022-04-18,Evening,11,False
SHF0027386,STF00349,DEP0057,2024-08-06,Morning,15,True
SHF0027387,STF00225,DEP0088,2024-05-20,Evening,20,True
SHF0027388,STF00169,DEP0094,2023-07-21,Morning,16,True
SHF0027389,STF01090,DEP0052,2023-06-16,Evening,11,False
SHF0027390,STF00760,DEP0097,2021-04-17,Morning,10,False
SHF0027391,STF01193,DEP0073,2023-08-23,Evening,23,True
SHF0027392,STF00612,DEP0027,2024-11-13,Night,7,False
SHF0027393,STF00881,DEP0005,2022-02-25,Night,11,True
SHF0027394,STF00955,DEP0002,2022-10-18,Morning,17,True
SHF0027395,STF00686,DEP0052,2024-07-25,Evening,41,True
SHF0027396,STF00354,DEP0092,2022-07-24,Evening,15,True
SHF0027397,STF01010,DEP0067,2022-08-07,Morning,21,True
SHF0027398,STF00298,DEP0026,2023-12-24,Morning,10,False
SHF0027399,STF00557,DEP0045,2022-08-30,Morning,14,False
SHF0027400,STF00016,DEP0097,2024-02-27,Morning,6,False
SHF0027401,STF00420,DEP0012,2022-09-04,Evening,19,True
SHF0027402,STF00444,DEP0029,2023-03-17,Night,17,True
SHF0027403,STF00283,DEP0074,2023-03-01,Night,15,True
SHF0027404,STF00482,DEP0085,2022-09-01,Night,13,True
SHF0027405,STF00242,DEP0054,2022-05-31,Evening,6,False
SHF0027406,STF01072,DEP0095,2024-09-15,Evening,20,True
SHF0027407,STF01196,DEP0004,2024-05-05,Morning,16,True
SHF0027408,STF00879,DEP0049,2024-06-15,Evening,21,True
SHF0027409,STF01027,DEP0096,2024-10-23,Morning,6,False
SHF0027410,STF00016,DEP0097,2023-05-05,Evening,11,False
SHF0027411,STF00515,DEP0034,2022-10-03,Night,17,True
SHF0027412,STF01172,DEP0091,2021-08-03,Evening,36,True
SHF0027413,STF00769,DEP0076,2024-07-21,Night,23,True
SHF0027414,STF01064,DEP0004,2022-09-15,Evening,32,True
SHF0027415,STF01140,DEP0048,2022-11-18,Evening,21,True
SHF0027416,STF00582,DEP0005,2022-05-10,Evening,10,False
SHF0027417,STF01180,DEP0069,2023-08-29,Morning,18,True
SHF0027418,STF00348,DEP0012,2024-03-30,Morning,10,False
SHF0027419,STF00053,DEP0073,2023-10-28,Evening,21,True
SHF0027420,STF00622,DEP0025,2024-11-16,Morning,11,False
SHF0027421,STF00914,DEP0060,2022-09-01,Morning,35,True
SHF0027422,STF01052,DEP0023,2023-12-15,Morning,7,False
SHF0027423,STF00287,DEP0028,2022-06-21,Morning,12,False
SHF0027424,STF00960,DEP0009,2024-05-15,Morning,10,False
SHF0027425,STF00237,DEP0049,2022-01-21,Morning,19,True
SHF0027426,STF00194,DEP0017,2022-08-15,Evening,16,True
SHF0027427,STF01045,DEP0011,2022-07-31,Evening,18,True
SHF0027428,STF00624,DEP0102,2024-05-08,Night,12,True
SHF0027429,STF00329,DEP0071,2021-02-28,Evening,18,True
SHF0027430,STF00662,DEP0079,2024-11-26,Evening,8,False
SHF0027431,STF00909,DEP0004,2022-01-22,Evening,24,True
SHF0027432,STF00011,DEP0001,2024-01-26,Morning,15,True
SHF0027433,STF00317,DEP0002,2021-03-17,Evening,30,True
SHF0027434,STF00930,DEP0005,2024-01-19,Morning,18,True
SHF0027435,STF01015,DEP0004,2021-04-11,Night,19,True
SHF0027436,STF00145,DEP0079,2023-04-04,Evening,8,False
SHF0027437,STF00861,DEP0049,2021-10-01,Night,5,False
SHF0027438,STF00255,DEP0079,2023-11-09,Evening,15,True
SHF0027439,STF00103,DEP0095,2024-11-18,Morning,9,False
SHF0027440,STF00141,DEP0005,2023-04-30,Evening,42,True
SHF0027441,STF00750,DEP0001,2021-09-05,Evening,14,False
SHF0027442,STF00255,DEP0079,2022-04-21,Night,15,True
SHF0027443,STF01131,DEP0003,2024-05-14,Evening,21,True
SHF0027444,STF00702,DEP0003,2024-08-24,Night,12,True
SHF0027445,STF00530,DEP0074,2021-07-18,Night,19,True
SHF0027446,STF00232,DEP0024,2022-10-27,Night,8,False
SHF0027447,STF00971,DEP0052,2024-12-06,Morning,29,True
SHF0027448,STF00418,DEP0092,2021-03-27,Morning,9,False
SHF0027449,STF01049,DEP0020,2024-09-06,Night,12,True
SHF0027450,STF00373,DEP0070,2022-08-27,Morning,31,True
SHF0027451,STF00255,DEP0079,2021-02-10,Night,14,True
SHF0027452,STF00589,DEP0079,2021-06-08,Morning,14,False
SHF0027453,STF01141,DEP0044,2023-10-18,Morning,10,False
SHF0027454,STF00161,DEP0050,2021-04-05,Evening,11,False
SHF0027455,STF00271,DEP0026,2023-01-12,Morning,17,True
SHF0027456,STF00740,DEP0010,2021-05-20,Evening,41,True
SHF0027457,STF01010,DEP0067,2024-02-20,Night,5,False
SHF0027458,STF01165,DEP0096,2024-02-15,Evening,20,True
SHF0027459,STF00004,DEP0089,2022-11-28,Night,12,True
SHF0027460,STF00098,DEP0046,2024-09-01,Night,11,True
SHF0027461,STF00561,DEP0102,2023-12-04,Morning,13,False
SHF0027462,STF00920,DEP0012,2024-05-05,Evening,25,True
SHF0027463,STF00110,DEP0087,2021-07-23,Night,7,False
SHF0027464,STF00460,DEP0032,2024-06-22,Night,11,True
SHF0027465,STF00123,DEP0021,2021-11-09,Morning,14,False
SHF0027466,STF00507,DEP0051,2024-08-29,Evening,16,True
SHF0027467,STF00132,DEP0100,2024-07-22,Evening,28,True
SHF0027468,STF00244,DEP0100,2022-07-09,Night,20,True
SHF0027469,STF01059,DEP0023,2022-03-10,Morning,15,True
SHF0027470,STF00489,DEP0007,2023-08-16,Night,8,False
SHF0027471,STF00627,DEP0049,2024-11-13,Evening,17,True
SHF0027472,STF00700,DEP0097,2021-11-21,Morning,16,True
SHF0027473,STF00770,DEP0004,2024-09-24,Evening,21,True
SHF0027474,STF00615,DEP0003,2023-08-31,Evening,17,True
SHF0027475,STF01035,DEP0098,2021-04-23,Night,9,False
SHF0027476,STF00076,DEP0091,2024-06-22,Morning,12,False
SHF0027477,STF00843,DEP0029,2022-09-25,Morning,18,True
SHF0027478,STF00932,DEP0009,2024-11-11,Night,9,False
SHF0027479,STF00635,DEP0101,2024-09-30,Night,12,True
SHF0027480,STF00147,DEP0068,2023-02-22,Night,4,False
SHF0027481,STF01130,DEP0040,2022-10-14,Morning,23,True
SHF0027482,STF00289,DEP0070,2024-10-27,Morning,8,False
SHF0027483,STF00268,DEP0094,2024-08-08,Night,25,True
SHF0027484,STF00469,DEP0072,2023-06-03,Night,7,False
SHF0027485,STF01189,DEP0067,2021-03-21,Morning,25,True
SHF0027486,STF00680,DEP0026,2021-09-05,Morning,26,True
SHF0027487,STF00063,DEP0027,2022-05-29,Morning,17,True
SHF0027488,STF01125,DEP0072,2023-10-07,Morning,15,True
SHF0027489,STF00973,DEP0067,2024-02-13,Morning,8,False
SHF0027490,STF00738,DEP0026,2022-09-12,Morning,10,False
SHF0027491,STF00342,DEP0056,2023-06-28,Evening,28,True
SHF0027492,STF00508,DEP0031,2024-07-12,Evening,9,False
SHF0027493,STF00370,DEP0071,2023-04-21,Morning,16,True
SHF0027494,STF00861,DEP0049,2024-09-11,Evening,21,True
SHF0027495,STF00999,DEP0067,2022-10-08,Evening,16,True
SHF0027496,STF00902,DEP0070,2023-06-25,Evening,15,True
SHF0027497,STF00792,DEP0064,2022-07-27,Evening,28,True
SHF0027498,STF00098,DEP0046,2024-11-27,Morning,12,False
SHF0027499,STF00644,DEP0075,2023-07-03,Morning,22,True
SHF0027500,STF00463,DEP0001,2023-10-06,Morning,8,False
SHF0027501,STF00164,DEP0096,2021-02-21,Evening,18,True
SHF0027502,STF00392,DEP0070,2021-07-19,Morning,22,True
SHF0027503,STF00213,DEP0035,2024-05-31,Night,8,False
SHF0027504,STF00762,DEP0067,2021-10-16,Morning,23,True
SHF0027505,STF00709,DEP0051,2023-09-30,Morning,29,True
SHF0027506,STF00130,DEP0061,2024-05-31,Evening,10,False
SHF0027507,STF00810,DEP0051,2021-09-14,Morning,9,False
SHF0027508,STF00014,DEP0048,2022-06-25,Night,6,False
SHF0027509,STF00103,DEP0095,2023-03-14,Morning,20,True
SHF0027510,STF00798,DEP0008,2021-03-15,Evening,12,False
SHF0027511,STF00321,DEP0048,2022-01-03,Morning,21,True
SHF0027512,STF00016,DEP0097,2022-11-10,Night,18,True
SHF0027513,STF00293,DEP0036,2024-04-12,Morning,22,True
SHF0027514,STF00893,DEP0058,2023-07-03,Night,6,False
SHF0027515,STF00874,DEP0092,2021-12-28,Evening,14,False
SHF0027516,STF01080,DEP0060,2022-05-17,Evening,17,True
SHF0027517,STF00839,DEP0070,2023-05-24,Evening,16,True
SHF0027518,STF00488,DEP0004,2021-10-02,Evening,19,True
SHF0027519,STF00227,DEP0071,2022-11-03,Morning,12,False
SHF0027520,STF01063,DEP0048,2023-04-03,Evening,7,False
SHF0027521,STF00164,DEP0096,2022-08-23,Night,7,False
SHF0027522,STF01073,DEP0067,2023-09-27,Morning,13,False
SHF0027523,STF01010,DEP0067,2021-02-03,Morning,10,False
SHF0027524,STF00957,DEP0001,2023-03-14,Night,11,True
SHF0027525,STF00622,DEP0025,2024-09-07,Night,5,False
SHF0027526,STF00950,DEP0006,2023-03-11,Evening,19,True
SHF0027527,STF01014,DEP0052,2022-02-20,Morning,10,False
SHF0027528,STF00566,DEP0001,2023-08-17,Evening,41,True
SHF0027529,STF01190,DEP0058,2021-09-23,Morning,18,True
SHF0027530,STF00158,DEP0035,2024-03-22,Morning,8,False
SHF0027531,STF00216,DEP0023,2023-01-18,Morning,17,True
SHF0027532,STF00163,DEP0030,2023-12-20,Morning,15,True
SHF0027533,STF01052,DEP0023,2023-11-24,Night,5,False
